Date,Open,High,Low,Close,Adj Close,Volume
2023-12-19,37.849998,37.900002,36.799999,37.500000,37.500000,46279926
2023-12-20,37.900002,38.150002,35.650002,35.650002,35.650002,60110787
2023-12-21,34.299999,37.250000,33.900002,37.099998,37.099998,68214659
2023-12-22,37.500000,38.000000,36.500000,37.250000,37.250000,27363287
2023-12-26,37.250000,37.650002,36.549999,36.900002,36.900002,24483621
2023-12-27,37.299999,37.299999,36.200001,37.049999,37.049999,29736305
2023-12-28,37.200001,38.500000,37.099998,38.150002,38.150002,49428774
2023-12-29,38.549999,38.700001,38.000000,38.200001,38.200001,28153967
2024-01-01,38.500000,38.599998,38.000000,38.500000,38.500000,35078873
2024-01-02,38.700001,38.799999,37.099998,38.250000,38.250000,30864924
2024-01-03,38.250000,38.250000,37.700001,37.799999,37.799999,21788140
2024-01-04,37.799999,39.299999,37.750000,38.700001,38.700001,38232279
2024-01-05,38.900002,40.599998,38.700001,40.599998,40.599998,75799676
2024-01-08,41.500000,42.599998,40.000000,42.599998,42.599998,92602484
2024-01-09,43.250000,44.000000,41.500000,43.549999,43.549999,103582158
2024-01-10,44.099998,44.200001,42.299999,43.549999,43.549999,54417493
2024-01-11,43.900002,44.000000,42.700001,43.599998,43.599998,48037394
2024-01-12,43.799999,45.400002,43.150002,44.900002,44.900002,88210161
2024-01-15,45.200001,45.700001,43.700001,43.849998,43.849998,73414515
2024-01-16,44.000000,44.200001,41.650002,42.049999,42.049999,73662300
2024-01-17,41.500000,42.650002,40.349998,40.900002,40.900002,62350656
2024-01-18,40.900002,42.900002,40.099998,42.900002,42.900002,77361249
2024-01-19,43.500000,44.450001,41.450001,41.849998,41.849998,118653572
2024-01-22,41.849998,41.849998,41.849998,41.849998,41.849998,0
2024-01-23,42.500000,43.000000,40.200001,41.150002,41.150002,61821069
2024-01-24,41.599998,41.599998,40.349998,41.200001,41.200001,33524849
2024-01-25,41.650002,43.000000,40.900002,42.549999,42.549999,53839790
2024-01-29,43.000000,43.849998,42.549999,43.250000,43.250000,64987571
2024-01-30,43.500000,44.849998,42.750000,43.799999,43.799999,88270852
2024-01-31,44.400002,45.950001,44.200001,45.950001,45.950001,145374835
2024-02-01,47.299999,48.200001,47.000000,48.200001,48.200001,195541083
2024-02-02,49.900002,50.599998,48.000000,48.599998,48.599998,219513812
